Account_No,Month_ID,Product_Category, Marketing Spend 
32121521,129,Online Products,233
89292520,137,Online Products,233
38686957,127,Online Products,233
90101594,125,Services,233
18484129,129,Online Products,233
66666157,134,Online Products,232
22626619,130,Online Products,232
23232619,128,Services,232
78787111,129,Support,232
62323967,128,Services,232
48787954,136,Online Products,232
72828522,126,Support,232
98989124,138,Online Products,232
6262604,128,Services,232
99494881,134,Services,232
79090106,132,Services,232
56969165,128,Services,231
33636619,138,Online Products,231
52626521,129,Online Products,231
18484129,125,Online Products,231
53333960,132,Services,231
70606112,129,Services,231
83434594,126,Services,231
63636160,132,Online Products,231
37878111,135,Support,231
13737882,134,Online Products,231
92828118,137,Online Products,231
76161797,136,Online Products,231
48787954,133,Online Products,231
98181100,138,Services,231
95555108,135,Online Products,231
51515521,135,Online Products,230
35858152,127,Online Products,230
66666157,136,Online Products,230
78888604,122,Services,230
97272523,134,Services,230
63636160,135,Online Products,230
8484111,133,Online Products,230
17878127,136,Online Products,230
99494881,137,Services,229
32222153,132,Online Products,229
83737161,126,Services,229
92828118,134,Online Products,229
97979881,123,Services,229
85050594,120,Services,229
62323967,123,Services,229
94545124,120,Services,229
26565108,124,Online Products,228
47878124,131,Services,228
47878124,130,Services,228
71616520,124,Services,228
30404976,123,Services,228
86565151,136,Online Products,228
27979953,136,Online Products,228
99696209,121,Services,228
71515614,131,Online Products,228
15959132,120,Services,228
10808965,136,Support,228
87373132,122,Online Products,228
93030968,133,Online Products,228
18484129,128,Online Products,227
17171394,125,Online Products,227
84848594,123,Online Products,227
70404143,130,Online Products,227
21818156,134,Online Products,227
23232162,122,Services,227
93030968,137,Online Products,227
20202140,124,Online Products,227
48585111,132,Services,227
93030968,126,Services,227
40303520,134,Online Products,227
57777143,125,Services,227
54343604,126,Services,227
56969165,126,Services,227
41818594,129,Services,227
81212521,138,Services,227
96464132,129,Online Products,227
32828134,123,Support,227
76363102,131,Online Products,227
24949619,138,Online Products,227
17272145,133,Online Products,226
61717522,136,Services,226
91111110,137,Online Products,226
85555172,128,Online Products,226
29595212,138,Online Products,226
27979953,135,Online Products,226
97474133,138,Online Products,226
41111143,124,Online Products,226
27171133,133,Online Products,226
89292520,138,Online Products,226
82424132,122,Online Products,226
68888109,126,Services,226
69898614,138,Online Products,226
78989797,130,Services,226
85555153,135,Online Products,226
34949522,121,Services,226
24949619,135,Online Products,226
34343132,138,Online Products,225
98989124,133,Online Products,225
51515521,133,Online Products,225
10808965,129,Online Products,225
28787619,130,Services,225
22626619,136,Online Products,225
61717522,130,Services,225
83737161,123,Online Products,225
85555172,136,Online Products,225
69797521,121,Services,225
85555172,131,Online Products,225
99494881,126,Services,225
48787954,125,Online Products,225
95555108,132,Online Products,224
33636619,138,Services,224
82424132,123,Online Products,224
76363102,128,Online Products,224
68484165,138,Online Products,224
85555172,138,Online Products,224
14747127,133,Services,224
74242614,129,Online Products,224
11010953,125,Services,224
10101100,134,Online Products,224
20202140,126,Online Products,224
18989147,134,Services,224
41111143,134,Online Products,224
44141213,133,Services,224
35858152,130,Online Products,224
17171394,127,Online Products,224
68080959,137,Online Products,224
27777521,123,Services,223
18484845,136,Services,223
90404604,123,Online Products,223
23737520,127,Services,223
99696211,126,Support,223
27575106,130,Services,223
24949619,137,Online Products,223
30707619,131,Support,223
86565106,123,Services,223
18989147,129,Services,222
8484111,138,Online Products,222
63636160,134,Online Products,222
93030968,123,Services,222
55656521,125,Services,222
42222153,138,Services,221
35858152,129,Support,221
83434594,129,Services,221
68484165,125,Online Products,221
61212520,132,Online Products,221
71515614,127,Services,221
84848594,133,Online Products,221
89393970,126,Support,221
84848594,138,Online Products,221
98181100,137,Services,221
37878619,129,Services,221
68484165,137,Online Products,220
11010953,136,Services,220
8484111,134,Online Products,220
91111110,138,Online Products,220
40505521,135,Online Products,220
47878124,123,Services,220
18080129,124,Online Products,220
1515106,128,Support,220
58080144,130,Services,220
83737161,132,Services,220
35959619,127,Online Products,220
32828132,130,Online Products,220
29595212,132,Online Products,220
10808965,123,Online Products,220
32222153,133,Online Products,220
60707119,124,Services,220
19595119,120,Online Products,220
83737153,120,Online Products,219
89292520,124,Services,219
86565106,129,Services,219
52626521,122,Online Products,219
70404143,122,Online Products,219
72828522,127,Support,219
68080959,132,Online Products,219
45353117,123,Online Products,219
91818594,129,Services,219
83030594,132,Online Products,219
42121111,121,Online Products,219
87373132,134,Support,219
24949619,126,Online Products,218
7474154,136,Online Products,218
35858152,133,Support,218
90404603,120,Services,218
40909594,137,Services,218
18484129,131,Online Products,218
66363165,138,Support,218
32222153,135,Online Products,218
83737153,133,Support,218
63333112,122,Online Products,218
97979881,132,Services,218
8686522,120,Support,218
1515140,132,Services,218
41818594,122,Services,217
98989124,131,Online Products,217
35959619,121,Online Products,217
18484845,132,Online Products,217
30707619,130,Support,217
18484845,127,Services,217
30707619,135,Support,217
40505521,132,Online Products,217
68484165,124,Online Products,217
80808594,130,Services,217
98383961,125,Services,217
17878127,121,Support,217
80808594,137,Services,217
69191521,136,Online Products,217
94343523,130,Online Products,216
94545124,121,Services,216
48787954,134,Online Products,216
22626619,138,Online Products,216
85050594,134,Support,216
37878111,122,Online Products,216
10101100,138,Online Products,216
99494881,129,Services,216
22626619,137,Online Products,216
46868521,136,Services,216
17272145,137,Online Products,216
1515106,128,Online Products,216
27979953,132,Online Products,216
26060124,123,Services,216
69191521,131,Online Products,216
61010101,132,Online Products,216
66363521,132,Services,216
33737110,122,Services,215
20202140,120,Online Products,215
96464132,130,Online Products,215
1515140,130,Services,215
76262802,128,Online Products,215
24949619,136,Online Products,215
71515614,127,Online Products,215
46868521,130,Services,215
3838966,135,Services,215
38686957,126,Online Products,215
72828522,129,Support,215
23232619,131,Services,215
18484845,125,Online Products,214
96464132,136,Online Products,214
34444939,133,Online Products,214
32222153,138,Online Products,214
20202140,128,Online Products,214
47878124,122,Services,214
61717522,125,Services,214
90404604,135,Online Products,214
89393974,128,Online Products,214
8686522,121,Support,214
98989124,134,Online Products,214
86565106,136,Services,214
98989124,126,Online Products,214
47272619,122,Services,213
40303520,138,Online Products,213
85555172,137,Online Products,213
92828118,132,Online Products,213
18484845,129,Online Products,213
63131124,138,Online Products,213
38282521,121,Online Products,213
91616106,133,Online Products,213
89292520,123,Online Products,213
33030521,133,Services,213
61414132,137,Online Products,213
86565151,135,Online Products,213
90606141,124,Services,213
48787522,133,Services,213
95555108,123,Online Products,213
8484111,132,Online Products,213
71515614,130,Online Products,212
8686522,135,Support,212
81212521,137,Online Products,212
1515140,126,Services,212
61717522,129,Services,212
20505214,130,Online Products,212
37878111,134,Support,212
94343523,129,Online Products,212
47272619,121,Services,212
84646110,129,Online Products,212
35858152,132,Support,212
69797108,123,Online Products,212
6262604,135,Services,212
18484129,124,Online Products,212
69191521,122,Online Products,212
84848594,134,Online Products,211
8484111,136,Online Products,211
48787954,122,Online Products,211
30404212,135,Online Products,211
56969165,124,Services,211
55656521,134,Services,211
35858152,120,Support,211
41111143,135,Online Products,211
20202140,121,Online Products,211
70505960,124,Services,211
37878619,136,Services,211
8686522,131,Support,211
18484129,121,Services,211
90404604,124,Online Products,211
80303521,131,Online Products,210
61414132,133,Online Products,210
83737153,121,Online Products,210
70606112,132,Online Products,210
48787522,120,Services,210
27575106,134,Services,210
91818594,127,Online Products,210
27777521,131,Services,210
92828118,138,Online Products,210
80303521,136,Online Products,210
29595212,133,Online Products,210
47878124,123,Online Products,209
30404212,121,Services,209
83737161,120,Online Products,209
10808965,136,Online Products,209
10101100,124,Online Products,209
91313118,128,Services,209
68080959,128,Online Products,209
41111143,120,Online Products,209
34444939,135,Online Products,209
37878111,137,Support,209
58080144,138,Services,209
80808594,122,Services,209
1515140,128,Services,209
91111105,124,Services,209
85050594,122,Services,209
78989797,127,Online Products,208
37272619,129,Services,208
8484111,131,Online Products,208
95555108,130,Online Products,208
90404604,132,Online Products,208
45353117,128,Online Products,208
89393970,125,Support,207
17878127,135,Online Products,207
98383961,126,Services,207
78888604,121,Services,207
2020106,124,Online Products,207
3838966,127,Services,207
26565108,134,Online Products,207
47272619,126,Services,207
48787522,128,Services,207
85555153,132,Online Products,207
20505214,121,Services,207
78989797,129,Services,207
42222153,131,Services,207
3838966,127,Online Products,207
81212521,135,Services,207
17171394,121,Online Products,207
42222153,128,Services,206
71414953,127,Online Products,206
83434594,128,Services,206
47878124,122,Online Products,206
69797108,122,Services,206
15959132,121,Services,206
61717522,127,Services,206
86565151,132,Online Products,206
22626619,127,Online Products,206
68484165,121,Online Products,206
23737619,126,Services,206
32222153,127,Online Products,206
91313118,129,Online Products,206
84545141,137,Online Products,205
80303521,132,Online Products,205
29595212,135,Online Products,205
20202140,122,Online Products,205
29595212,129,Online Products,205
82424132,126,Online Products,205
86565106,121,Services,205
84848594,130,Online Products,205
60707119,122,Services,204
86666127,124,Online Products,204
94545124,122,Services,204
82525594,134,Services,204
61212520,129,Online Products,204
70404109,136,Support,204
61212520,138,Online Products,204
82525143,131,Online Products,204
76262802,131,Online Products,204
71515614,122,Services,204
86666127,135,Online Products,204
47878124,129,Online Products,204
61212520,128,Online Products,204
91111603,120,Online Products,203
95555108,124,Online Products,203
97272523,137,Services,203
61717522,138,Services,203
94343523,127,Online Products,203
68484165,135,Online Products,203
55858521,133,Services,203
76363102,122,Online Products,203
82525594,128,Services,203
32828132,129,Online Products,203
76262802,130,Online Products,203
22626138,124,Online Products,203
34343132,130,Online Products,203
82525594,131,Services,203
27777521,120,Services,203
26565108,123,Online Products,203
26565108,131,Online Products,202
83232144,136,Online Products,202
68484165,123,Online Products,202
10808965,132,Support,202
68484165,133,Online Products,202
68484165,120,Online Products,202
83434594,130,Services,202
85555172,129,Online Products,202
90101594,131,Services,202
83737153,127,Online Products,202
52121521,126,Services,202
61414132,131,Online Products,202
78989797,131,Online Products,202
69797521,131,Services,202
84545141,134,Online Products,202
90404604,138,Online Products,202
47272619,120,Services,201
71414953,120,Support,201
1515106,127,Online Products,201
30707138,129,Services,201
76363102,133,Online Products,201
68888109,133,Online Products,201
35959619,125,Services,201
34343132,129,Online Products,201
99494881,130,Services,201
98989124,125,Online Products,201
66363521,127,Services,200
36060184,122,Services,200
84848594,136,Online Products,200
34343132,132,Online Products,200
47474119,123,Online Products,200
41111143,121,Online Products,200
61414132,126,Online Products,200
70606112,122,Online Products,200
29595212,136,Online Products,200
61414132,135,Online Products,200
78888604,125,Services,200
13737882,133,Online Products,200
13737882,132,Online Products,200
29595212,137,Online Products,200
22626619,134,Online Products,200
58888977,132,Support,200
97979881,128,Services,199
89292520,135,Online Products,199
10101100,122,Online Products,199
93939523,131,Services,199
35858152,125,Online Products,199
35959619,123,Online Products,199
48787522,131,Services,199
84848594,128,Online Products,199
26565108,125,Online Products,199
20505214,133,Online Products,199
63636160,125,Online Products,199
24949619,127,Online Products,199
83737161,124,Online Products,199
70404109,129,Support,198
78989797,123,Online Products,198
80303521,135,Online Products,198
90404604,122,Online Products,198
47070521,125,Services,198
58080144,137,Services,198
30404212,132,Online Products,198
66666157,122,Services,198
82525143,133,Online Products,198
74242614,134,Support,198
25555521,126,Support,198
18989147,137,Services,198
70606112,128,Online Products,198
63636160,130,Online Products,198
1515140,136,Services,198
35858152,123,Online Products,198
2020106,137,Online Products,198
84848124,126,Online Products,198
27777521,122,Services,198
83737161,128,Services,197
90404604,121,Online Products,197
10808965,132,Online Products,197
90404604,134,Online Products,197
42222153,133,Services,197
66363521,131,Services,197
85555172,130,Online Products,197
68080959,126,Online Products,197
28787619,135,Services,197
17272145,134,Online Products,197
82727171,129,Online Products,197
62222521,121,Services,197
69393112,122,Online Products,197
52626521,130,Online Products,197
70404109,131,Support,196
61414132,132,Online Products,196
84848594,122,Online Products,196
61212520,135,Online Products,196
70606112,124,Services,196
86666127,138,Online Products,196
88989184,127,Services,196
90101594,133,Services,196
32121521,130,Online Products,196
55656521,120,Services,196
7474154,138,Online Products,195
48787954,130,Online Products,195
60707119,120,Services,195
99494881,124,Services,195
13737882,137,Online Products,195
34444939,138,Online Products,195
47272619,127,Services,195
70606112,133,Online Products,195
68080959,130,Online Products,195
86565106,120,Services,195
68484165,129,Online Products,195
85555172,134,Online Products,195
97575124,132,Online Products,195
61414132,136,Online Products,195
40303520,138,Services,195
66363165,136,Support,195
41515165,135,Online Products,194
56969165,136,Services,194
83232144,132,Online Products,194
90404604,137,Online Products,194
40303520,134,Services,194
13737605,130,Services,194
84848594,127,Online Products,194
70606112,129,Online Products,193
84646110,137,Online Products,193
27575106,127,Services,193
3838966,132,Services,193
23232619,127,Services,193
66363521,137,Services,193
92828118,133,Online Products,193
58888977,125,Support,193
85555172,121,Online Products,193
69898614,129,Online Products,193
22626619,133,Online Products,192
24949619,121,Online Products,192
33030521,120,Online Products,192
97171523,121,Support,192
23232162,121,Services,192
81111523,137,Online Products,192
84848124,120,Online Products,192
61212520,131,Online Products,192
68484165,132,Online Products,192
78787111,132,Support,192
70606112,126,Online Products,192
20505214,127,Online Products,191
94646594,128,Services,191
13737882,135,Online Products,191
93939111,121,Support,191
83737153,126,Online Products,191
17171394,122,Online Products,191
91818594,127,Services,191
91313118,125,Services,191
34343132,124,Online Products,191
27575106,131,Online Products,191
34949522,134,Support,191
37878619,132,Services,191
22525845,133,Online Products,190
99191119,123,Services,190
41111143,128,Online Products,190
47878124,125,Online Products,190
10808965,131,Online Products,190
71414953,138,Support,190
89292520,132,Online Products,190
54343604,132,Services,190
61010521,135,Services,190
81010132,134,Support,190
83737153,130,Support,190
62323967,122,Services,190
38686957,125,Online Products,190
41111143,125,Online Products,190
84848594,131,Online Products,190
98989124,135,Online Products,190
91313118,124,Services,190
48787522,132,Services,190
26565108,127,Online Products,189
66363165,137,Support,189
4545136,121,Online Products,189
72424520,128,Online Products,189
61717522,135,Services,189
40303520,129,Online Products,189
78989797,133,Online Products,189
1515140,134,Services,189
46363184,126,Services,189
53939152,135,Services,189
68080959,134,Online Products,189
69797521,133,Services,189
81212521,137,Services,189
27777521,135,Services,189
21818156,135,Online Products,189
18484129,127,Online Products,189
16262604,132,Online Products,188
22626138,127,Online Products,188
69191521,132,Online Products,188
76363102,121,Online Products,188
56969165,120,Services,188
83232144,133,Online Products,188
40303520,136,Online Products,188
32222153,126,Services,188
40303520,131,Services,188
53333960,120,Services,188
17171394,120,Online Products,187
70909614,132,Online Products,187
83737161,121,Online Products,187
70606112,125,Online Products,187
18484845,130,Services,187
98585975,121,Online Products,187
79292522,137,Support,187
42222153,135,Services,187
41010143,132,Support,187
22626619,125,Online Products,187
40303520,131,Online Products,187
68080959,131,Online Products,187
37878111,121,Online Products,187
29595212,134,Online Products,186
47878124,133,Services,186
24949619,125,Online Products,186
50909134,138,Support,186
22626619,131,Online Products,186
56969165,130,Services,186
82424132,121,Online Products,186
20202140,127,Online Products,186
84848594,124,Online Products,186
92828118,130,Online Products,186
78888604,134,Services,186
61717522,131,Services,186
90404604,130,Online Products,186
47878124,124,Online Products,186
83434594,131,Services,186
71515614,128,Online Products,186
53333960,137,Services,186
45353117,126,Online Products,186
40303520,132,Services,186
58484165,122,Services,185
46868521,120,Services,185
63636160,122,Online Products,185
71515614,121,Online Products,185
7474154,134,Online Products,185
69898614,128,Online Products,185
89393119,130,Services,185
83737161,120,Services,185
69898614,130,Online Products,185
23535619,134,Services,185
99191119,124,Services,185
3838966,134,Services,185
92828118,128,Online Products,184
76161797,132,Online Products,184
8686522,129,Support,184
56969165,125,Services,184
86666127,134,Support,184
56969165,137,Services,184
30707522,126,Support,184
61010521,131,Services,184
69797521,136,Services,184
17878127,133,Online Products,184
68080959,127,Online Products,184
97575124,131,Online Products,184
23535619,132,Services,184
18585971,127,Services,183
11010953,135,Services,183
91111603,121,Online Products,183
47070521,128,Services,183
79292522,132,Support,183
24343524,134,Online Products,183
97979881,123,Online Products,183
45353117,124,Online Products,183
78989797,125,Online Products,183
18888214,138,Services,183
61717522,134,Services,183
30404212,134,Online Products,182
57070137,134,Online Products,182
93030968,138,Online Products,182
18484845,133,Services,182
71414953,138,Online Products,182
38787160,136,Support,182
83737153,134,Support,182
64747111,137,Online Products,182
84848124,133,Online Products,182
54343604,134,Services,182
86666127,136,Online Products,182
56969165,134,Services,182
58888977,130,Support,182
82525594,135,Services,182
79090106,120,Services,181
47878124,126,Online Products,181
91818594,130,Services,181
71414953,124,Online Products,181
70909129,125,Online Products,181
78989797,128,Online Products,181
90101594,130,Services,181
37878619,138,Services,181
22626619,129,Online Products,181
49696521,120,Online Products,181
71515614,126,Online Products,180
76262959,138,Services,180
2020106,133,Online Products,180
53939152,133,Online Products,180
71414953,121,Support,180
85555153,133,Online Products,180
99696211,131,Support,180
61414132,125,Online Products,180
37878111,136,Support,180
10808940,138,Online Products,180
86565151,135,Services,180
16262604,138,Support,180
91313118,129,Services,180
63636160,131,Online Products,180
81010132,137,Support,180
70202109,123,Services,180
36060184,135,Online Products,180
13737882,138,Online Products,180
30404212,136,Online Products,180
89393970,122,Support,180
46363184,121,Services,179
45353117,135,Online Products,179
51515521,125,Online Products,179
63636160,127,Online Products,179
21818156,125,Online Products,179
23737520,125,Services,179
18585971,130,Services,179
41111143,133,Online Products,179
69191521,129,Online Products,179
61212520,133,Online Products,179
20505214,129,Online Products,179
72626521,138,Support,179
86565106,134,Services,179
47878124,136,Services,179
84646110,135,Online Products,179
55858521,137,Services,179
76262802,127,Services,178
23232619,126,Services,178
84848124,138,Online Products,178
48787954,124,Online Products,178
35858152,135,Support,178
34343132,125,Online Products,178
89292520,120,Online Products,178
18585971,125,Services,178
82020974,126,Services,178
91313118,131,Services,178
83737153,123,Online Products,178
29595212,128,Online Products,178
29494815,130,Services,178
32222153,137,Online Products,178
26565108,120,Online Products,178
24949619,128,Online Products,178
47878124,127,Online Products,178
68080959,129,Online Products,178
81111523,135,Online Products,178
37878111,133,Support,178
46868521,128,Services,177
94444521,130,Services,177
85555172,127,Services,177
76161956,128,Services,177
41111143,126,Online Products,177
74242614,131,Support,177
23232162,125,Online Products,177
99191119,122,Services,177
76363102,130,Online Products,177
27979953,133,Online Products,177
76161797,134,Online Products,177
78989797,130,Online Products,177
84646110,126,Online Products,177
69898614,131,Online Products,177
96060112,138,Services,176
57777143,126,Services,176
84545141,135,Online Products,176
82424132,120,Online Products,176
11010953,131,Services,176
29595212,130,Online Products,176
34848138,128,Services,176
32828132,128,Online Products,176
40505521,131,Online Products,176
74242614,135,Support,176
61414132,124,Online Products,176
78787111,138,Support,176
83737161,125,Online Products,176
85555144,137,Services,175
84848594,129,Online Products,175
8484111,129,Online Products,175
95555108,126,Online Products,175
95555108,128,Online Products,175
61717522,126,Services,175
69191521,134,Online Products,175
48787522,135,Services,175
18484845,134,Services,175
48787954,123,Online Products,175
10808940,136,Online Products,175
1515140,125,Services,175
86565106,130,Services,175
32222153,134,Online Products,175
7474154,137,Online Products,175
64747213,121,Services,175
3333165,128,Online Products,175
32222153,128,Online Products,174
58080144,131,Services,174
61414132,129,Online Products,174
29595212,131,Online Products,174
76262959,133,Services,174
1515140,135,Services,174
76363102,123,Online Products,174
75858109,136,Online Products,174
30707619,126,Support,174
69797521,124,Services,174
54343604,135,Services,174
84949133,129,Online Products,174
1515140,120,Services,174
99696211,132,Support,174
35858152,137,Support,173
91616106,131,Online Products,173
84848124,122,Online Products,173
85050594,136,Support,173
70909614,131,Online Products,173
93030968,128,Services,173
89292520,121,Online Products,173
20505214,123,Services,173
62323967,120,Services,173
85050594,130,Support,173
69797108,121,Online Products,173
99696211,128,Support,173
34949522,138,Support,173
94949603,132,Online Products,173
1515106,126,Online Products,173
69191521,133,Online Products,173
52626521,128,Online Products,173
79797604,124,Support,173
30707619,138,Support,173
10101100,120,Online Products,173
76161956,132,Services,173
58080144,133,Services,173
54343604,121,Services,172
10808965,125,Online Products,172
54343132,122,Services,172
93030968,125,Services,172
30404212,131,Online Products,172
24949619,122,Online Products,172
99494881,132,Services,172
69191521,121,Online Products,172
85555172,132,Online Products,172
89292520,126,Online Products,172
27575106,135,Online Products,172
97171523,138,Support,172
23535619,138,Services,172
41111143,132,Online Products,172
63636160,133,Services,171
22525968,130,Online Products,171
27575106,134,Online Products,171
66363521,134,Services,171
53333960,138,Services,171
70505960,131,Online Products,171
75252392,127,Online Products,171
61414132,128,Online Products,171
32020127,137,Online Products,171
24343524,136,Services,170
70606112,123,Online Products,170
52626521,127,Online Products,170
41818594,132,Services,170
83737161,126,Online Products,170
90404604,133,Online Products,170
18484129,120,Services,170
41818594,138,Services,170
84646110,127,Online Products,170
47070521,124,Services,170
97171523,130,Support,170
92828118,122,Online Products,170
70404143,121,Online Products,170
85050594,126,Services,170
74242614,130,Support,170
66363521,133,Services,170
45353117,133,Online Products,170
44141213,131,Online Products,169
93030968,130,Services,169
72020165,122,Online Products,169
27777521,129,Services,169
20505214,131,Online Products,169
10101100,135,Online Products,169
54949520,136,Support,169
90404604,131,Online Products,169
62222129,120,Services,169
84848124,134,Online Products,169
61212520,130,Online Products,169
42222153,134,Services,169
91616106,130,Online Products,169
1515106,125,Online Products,169
59898977,131,Support,169
97878594,130,Support,169
3838966,126,Services,169
40505521,137,Online Products,169
63636160,130,Services,168
76363102,129,Online Products,168
10808965,133,Support,168
32828132,120,Online Products,168
21818156,136,Online Products,168
83232144,120,Services,168
14444106,133,Services,168
10101100,129,Online Products,168
22626619,123,Online Products,168
16262604,134,Online Products,168
97979881,127,Services,168
32222153,125,Services,168
93939523,130,Services,168
84545141,133,Online Products,167
27575845,124,Support,167
40303520,130,Services,167
85050594,135,Support,167
81010132,135,Support,167
48787954,131,Online Products,167
11010953,133,Services,167
85555172,133,Online Products,167
4545136,120,Online Products,166
10808965,126,Online Products,166
92323523,136,Online Products,166
1515140,123,Services,166
78787111,135,Support,166
90606141,126,Online Products,166
70404109,124,Support,166
86666127,128,Support,166
97979881,122,Online Products,166
28787619,137,Services,166
86565106,131,Services,166
92828118,123,Online Products,166
38787160,129,Support,166
78989797,136,Online Products,166
2020106,135,Online Products,166
30707619,136,Support,166
10808965,131,Support,166
71515614,121,Services,166
69797521,130,Services,165
10101100,136,Online Products,165
54343604,120,Services,165
72424520,131,Support,165
75858109,132,Online Products,165
97979881,126,Online Products,165
97979881,121,Online Products,165
88888169,135,Online Products,165
48787954,132,Online Products,165
39090963,134,Services,165
68080959,123,Online Products,165
91616106,129,Online Products,165
58080144,124,Services,165
78787111,137,Support,165
2020106,134,Online Products,165
86666127,128,Online Products,165
44141213,133,Online Products,165
68080959,124,Online Products,165
35858152,131,Support,164
41111143,129,Online Products,164
67878136,138,Services,164
23232162,122,Online Products,164
88888169,130,Online Products,164
59898977,132,Support,164
71414953,133,Support,164
92828118,125,Online Products,164
64747111,124,Online Products,164
95555108,127,Online Products,164
7474154,133,Online Products,164
90404604,129,Online Products,164
23636619,138,Services,164
84848124,136,Online Products,164
36060184,128,Services,164
98989124,130,Online Products,164
1111978,132,Services,163
18484845,129,Services,163
22626619,126,Online Products,163
10101100,126,Online Products,163
84646110,132,Online Products,163
58080144,129,Services,163
3838966,129,Online Products,163
97171523,131,Support,163
34343132,127,Online Products,163
84848594,126,Online Products,163
27979953,125,Services,163
33636619,133,Online Products,163
48787954,135,Online Products,163
44141213,132,Online Products,163
90606141,129,Online Products,162
26565108,128,Online Products,162
41313520,136,Support,162
34343132,131,Online Products,162
30404212,121,Online Products,162
16262604,131,Online Products,162
84646110,131,Online Products,162
45353117,134,Online Products,162
41010143,137,Support,161
90101594,129,Services,161
90101594,123,Services,161
42222153,127,Services,161
63636160,135,Services,161
41818594,125,Services,161
82525594,133,Services,161
11010953,138,Services,161
82424111,123,Services,161
71414953,131,Online Products,161
23333619,135,Online Products,160
22626619,128,Online Products,160
63636160,123,Online Products,160
27979953,138,Online Products,160
28787619,133,Services,160
58080144,132,Services,160
86666127,134,Online Products,160
72727797,129,Services,160
23232162,130,Online Products,160
58888977,124,Support,160
26565108,121,Online Products,160
26565108,126,Online Products,159
10808965,134,Support,159
45353117,125,Online Products,159
92323523,135,Online Products,159
84848124,131,Online Products,159
27777521,125,Services,159
58888977,136,Support,159
97272523,122,Services,159
15959132,123,Services,159
88888169,131,Online Products,159
94949603,135,Online Products,159
71515614,124,Online Products,159
10101100,130,Online Products,159
41313520,129,Support,159
17272145,135,Online Products,159
76161797,131,Online Products,159
32222619,133,Online Products,158
84545141,136,Online Products,158
83737161,122,Online Products,158
97171523,136,Support,158
56969165,123,Services,158
27777521,138,Services,158
72727797,133,Services,158
7474154,132,Online Products,158
93030968,136,Online Products,158
19898153,131,Services,158
23535619,136,Services,158
22626619,120,Online Products,157
86565106,135,Services,157
69191521,130,Online Products,157
30707619,132,Support,157
81414521,121,Services,157
78989797,129,Online Products,157
61414132,138,Online Products,157
62323967,121,Services,157
10808965,122,Online Products,157
1515140,124,Services,157
74242614,129,Support,157
10808965,124,Online Products,157
26565108,122,Online Products,157
11010953,134,Services,157
70505960,122,Services,157
45353117,137,Online Products,157
28585106,133,Support,157
98989124,129,Online Products,157
98989124,132,Online Products,157
38787160,135,Support,157
91616106,132,Online Products,157
90101594,127,Services,157
23737520,124,Services,157
23737520,123,Services,156
32121521,128,Online Products,156
34444939,130,Online Products,156
85555144,138,Online Products,156
78989797,124,Online Products,156
72828522,121,Support,156
45353117,132,Online Products,156
5454845,137,Online Products,156
76161172,138,Services,156
81111523,135,Services,156
41010143,133,Support,156
85050594,128,Support,156
78989797,126,Online Products,156
41111143,123,Online Products,156
89393970,129,Support,156
69797521,138,Services,155
10808965,134,Online Products,155
19898153,120,Services,155
88888169,120,Online Products,155
55656521,133,Services,155
27575106,132,Online Products,155
55656521,124,Services,155
36060184,130,Online Products,155
50909134,123,Support,155
40505521,134,Online Products,155
91818151,123,Services,155
95555108,120,Online Products,155
70606112,126,Services,155
78989797,132,Online Products,155
68484165,127,Online Products,155
38787160,133,Support,155
95555108,125,Online Products,155
63131124,133,Services,154
35757522,135,Online Products,154
88888169,132,Online Products,154
70404109,130,Support,154
63636160,129,Online Products,154
61010521,136,Services,154
76161797,134,Support,154
85555153,131,Online Products,154
23232162,136,Online Products,154
75252392,125,Online Products,154
72626521,123,Support,154
34949522,127,Support,154
6262604,121,Services,154
68080959,135,Online Products,154
12929521,137,Support,154
63333112,120,Online Products,154
68484165,122,Online Products,154
30303520,129,Online Products,154
30404212,133,Online Products,154
98888105,138,Online Products,154
25757967,127,Support,154
28787619,136,Services,154
23737520,136,Online Products,154
70202109,134,Services,153
78888604,124,Services,153
92828118,135,Online Products,153
92323523,133,Online Products,153
72626521,124,Support,153
84242119,127,Support,153
20505214,126,Online Products,153
70202109,127,Services,153
63131124,129,Services,153
10808965,135,Online Products,153
17878127,130,Online Products,153
32626963,134,Support,153
32626963,135,Support,153
56161110,128,Services,153
54949520,138,Support,153
68080959,138,Online Products,153
91111110,127,Online Products,153
17878127,132,Online Products,153
41818594,137,Services,153
88888169,121,Online Products,153
30404212,123,Online Products,152
22626138,138,Support,152
18484845,122,Services,152
19898153,121,Services,152
96464132,127,Online Products,152
75858109,133,Online Products,152
89292520,125,Online Products,152
98989211,124,Services,152
90404604,120,Online Products,152
61414132,121,Online Products,152
34343132,136,Online Products,152
1515106,122,Online Products,152
14444106,132,Services,152
24343524,132,Online Products,152
18989147,131,Services,152
17272145,132,Online Products,152
10101100,133,Online Products,152
85050594,125,Services,152
97878594,134,Support,152
28585106,136,Support,152
98181100,128,Services,152
64747111,120,Services,152
38787160,131,Support,151
55858521,134,Services,151
97979881,130,Services,151
83737153,125,Online Products,151
10808940,132,Online Products,151
78787111,127,Support,151
34949522,132,Support,151
19191106,138,Services,151
88888169,128,Online Products,151
84848124,125,Online Products,151
5454845,138,Online Products,151
91616106,128,Online Products,151
58080144,120,Services,151
32323963,125,Services,150
