Account_No,Month_ID,Product_Category,Target
60303594,133,Online Products,493.92
71111522,133,Online Products,493.92
76161172,133,Online Products,493.92
79090106,133,Online Products,493.92
91313118,136,Support,492.66
90404603,139,Online Products,492.24
81212521,132,Online Products,490.56
83737153,134,Support,490.56
22222956,132,Support,489.72
32121521,139,Services,489.72
73737106,138,Support,489.72
82424185,139,Services,489.72
83535165,140,Support,489.72
35858152,133,Services,488.88
84646844,141,Support,488.88
91616106,136,Services,488.376
25858845,136,Online Products,488.376
27979953,135,Services,488.376
39292124,132,Support,488.04
97474133,143,Services,487.2
14040147,143,Services,487.2
14444106,143,Services,487.2
32121521,141,Support,487.2
61919160,143,Services,487.2
68080959,143,Services,487.2
76969156,143,Services,487.2
82121160,143,Services,487.2
83535165,141,Support,487.2
8686141,143,Services,487.2
14040147,136,Support,486.948
58282132,135,Services,486.948
18484845,136,Services,485.52
39595961,132,Online Products,485.52
44141213,137,Online Products,485.52
68181132,132,Support,484.68
91313118,135,Support,484.092
84242119,135,Support,484.092
28888143,140,Support,483.84
32828132,132,Online Products,483.84
82727171,133,Services,483
90404603,138,Online Products,483
28888143,141,Support,482.16
57070156,141,Online Products,482.16
6262604,143,Online Products,481.32
97474133,137,Services,481.236
14040147,137,Services,481.236
14444106,137,Services,481.236
52222144,136,Services,481.236
52626521,135,Support,481.236
61919160,137,Services,481.236
68080959,137,Services,481.236
76969156,137,Services,481.236
82121160,137,Services,481.236
8686141,137,Services,481.236
23737619,137,Online Products,479.808
91313118,143,Support,479.64
48080124,143,Online Products,478.8
71919111,138,Services,478.8
83737153,133,Support,478.8
14040147,135,Support,478.38
99595119,132,Online Products,477.96
73030153,134,Services,477.96
7272963,142,Support,477.12
91818594,136,Support,476.952
91818594,142,Support,476.28
11616134,139,Support,476.28
35858154,143,Services,476.28
86060129,143,Services,476.28
36060184,137,Services,475.524
99696209,140,Services,475.44
10808940,140,Services,474.6
18888214,140,Services,474.6
33737110,140,Services,474.6
72424520,140,Services,474.6
18484845,135,Services,474.096
85555172,137,Services,474.096
14040147,143,Support,473.76
57070156,140,Online Products,473.76
57777143,142,Support,473.76
10101100,142,Online Products,472.92
85555144,134,Support,472.92
69797108,136,Online Products,472.668
10101100,140,Online Products,472.08
22222956,132,Services,472.08
72727797,143,Services,471.24
17171394,137,Support,471.24
35858154,137,Services,471.24
86060129,137,Services,471.24
40505521,140,Support,470.4
70606112,132,Online Products,470.4
35858152,136,Support,469.812
52222144,135,Services,469.812
83232144,137,Online Products,469.812
83737161,136,Services,469.812
53434521,134,Services,469.56
57777143,132,Online Products,469.56
48585111,139,Services,468.72
41515165,138,Support,467.88
57777143,143,Services,467.88
71919111,139,Services,467.88
80808963,138,Services,467.04
81212521,138,Services,467.04
92222100,132,Online Products,466.2
52626521,141,Support,466.2
73737106,139,Support,466.2
7474154,138,Services,466.2
10808940,136,Support,465.528
46464521,137,Support,465.528
72727797,137,Services,465.528
44141213,143,Online Products,465.36
80808963,139,Services,464.52
81212521,139,Services,464.52
20505214,135,Services,464.1
91616106,141,Services,463.68
10101100,138,Online Products,463.68
57777143,137,Services,462.672
9191882,141,Services,462
92323523,141,Services,462
93636603,141,Services,462
93939523,141,Services,462
94040152,141,Services,462
94444521,141,Services,462
95555108,141,Services,462
95656127,141,Services,462
97979881,141,Services,462
98888105,141,Services,462
98989211,141,Services,462
99191119,141,Services,462
99393521,141,Services,462
99494881,141,Services,462
11010953,141,Services,462
13737882,141,Services,462
14343143,141,Services,462
17272145,141,Services,462
17676521,141,Services,462
18080184,141,Services,462
22626619,141,Services,462
23232619,141,Services,462
2424100,141,Services,462
24747845,141,Services,462
24848972,141,Services,462
28787619,141,Services,462
29595212,141,Services,462
303143,141,Services,462
30606112,141,Services,462
32929524,141,Services,462
33030521,141,Services,462
36565111,141,Services,462
40505521,141,Services,462
44646101,141,Services,462
46363521,141,Services,462
47070521,141,Services,462
47878124,141,Services,462
51515521,141,Services,462
51717109,141,Services,462
52121521,141,Services,462
53939152,141,Services,462
54343604,141,Services,462
55858521,141,Services,462
56969165,141,Services,462
61010101,141,Services,462
61010521,141,Services,462
62222521,141,Services,462
6464845,141,Services,462
64747213,141,Services,462
69191521,141,Services,462
69797521,141,Services,462
70909614,141,Services,462
71111522,141,Services,462
76161172,141,Services,462
76161797,141,Services,462
79090106,141,Services,462
80808594,141,Services,462
82222183,141,Services,462
82525594,141,Services,462
83030594,141,Services,462
83232144,141,Services,462
83939132,141,Services,462
84545141,141,Services,462
84848124,141,Services,462
85050594,141,Services,462
88989184,141,Services,462
89292520,138,Services,462
35858152,135,Support,461.244
41414520,135,Services,461.244
97575523,141,Services,461.16
1111978,141,Services,461.16
24343524,141,Services,461.16
32020127,141,Services,461.16
60101109,134,Online Products,461.16
60303594,141,Services,461.16
69999604,141,Services,461.16
7272963,142,Services,461.16
80303521,141,Services,461.16
85555153,134,Services,461.16
86767603,141,Services,461.16
23737619,143,Online Products,460.32
40505521,141,Support,460.32
41414520,143,Services,460.32
91616106,135,Services,459.816
13131147,134,Support,459.48
49898165,134,Support,459.48
85555144,133,Support,459.48
91818594,138,Services,458.64
9797210,141,Services,458.64
52626521,140,Support,458.64
5959107,138,Services,458.64
90606141,137,Services,458.388
83737161,135,Services,458.388
54343132,132,Services,457.8
56969152,140,Support,457.8
10808940,135,Support,456.96
90404604,138,Services,456.96
97474133,142,Services,456.96
14040147,142,Services,456.96
14444106,142,Services,456.96
35858152,143,Support,456.96
61919160,142,Services,456.96
64747111,143,Online Products,456.96
68080959,142,Services,456.96
76969156,142,Services,456.96
82121160,142,Services,456.96
8686141,142,Services,456.96
7474154,139,Services,456.12
94343523,134,Support,455.28
56969152,141,Support,455.28
5959107,139,Services,455.28
58484165,143,Services,454.44
90404604,139,Services,454.44
10808940,143,Support,453.6
34343132,132,Support,453.6
31010882,143,Services,452.76
45353143,140,Support,452.76
69494184,138,Services,452.76
66363521,137,Online Products,452.676
35858152,132,Services,451.92
82121160,137,Support,451.248
35959619,134,Support,450.24
48080124,142,Online Products,450.24
69494184,139,Services,450.24
62323967,137,Online Products,449.82
89292520,139,Services,449.4
94343523,141,Services,448.56
13131147,133,Support,448.56
49898165,133,Support,448.56
60101109,133,Online Products,448.56
38787160,136,Support,448.392
6060882,136,Online Products,448.392
89393974,135,Online Products,448.392
6060882,142,Online Products,447.72
85555153,133,Services,447.72
99696209,137,Online Products,446.964
31010882,137,Services,446.964
43939960,137,Online Products,446.964
91313118,132,Online Products,446.88
35858154,142,Services,446.88
46464521,143,Support,446.88
82727171,132,Services,446.88
86060129,142,Services,446.88
86767603,140,Support,446.88
9191882,140,Support,446.04
93131603,140,Support,446.04
93636603,140,Support,446.04
93939523,140,Support,446.04
94040152,140,Support,446.04
94444521,140,Support,446.04
94949603,140,Support,446.04
95656127,140,Support,446.04
97979881,140,Support,446.04
98888105,140,Support,446.04
98989211,140,Support,446.04
99191119,140,Support,446.04
99393521,140,Support,446.04
99494881,140,Support,446.04
99696209,140,Support,446.04
11010953,140,Support,446.04
13737882,140,Support,446.04
14343143,140,Support,446.04
17272145,140,Support,446.04
17676521,140,Support,446.04
18080184,140,Support,446.04
23232619,140,Support,446.04
23636522,140,Support,446.04
2424100,140,Support,446.04
24747845,140,Support,446.04
24848972,140,Support,446.04
28787619,140,Support,446.04
29595212,140,Support,446.04
303143,140,Support,446.04
30606112,140,Support,446.04
30707138,140,Support,446.04
30707619,140,Support,446.04
32929524,140,Support,446.04
33030521,140,Support,446.04
36565111,140,Support,446.04
39898184,140,Support,446.04
44646101,140,Support,446.04
46363521,140,Support,446.04
47070521,140,Support,446.04
49696521,140,Support,446.04
50303109,140,Support,446.04
51515521,140,Support,446.04
51717109,140,Support,446.04
52121521,140,Support,446.04
53939152,140,Support,446.04
54343604,140,Support,446.04
55858521,140,Support,446.04
56969165,140,Support,446.04
59090604,140,Support,446.04
61010101,140,Support,446.04
61010521,140,Support,446.04
62222521,140,Support,446.04
6464845,140,Support,446.04
64747213,140,Support,446.04
68484165,140,Support,446.04
69191521,140,Support,446.04
69797521,140,Support,446.04
70909614,140,Support,446.04
71111522,140,Support,446.04
76161172,140,Support,446.04
79090106,140,Support,446.04
80404108,140,Support,446.04
80808594,140,Support,446.04
82121111,140,Support,446.04
82222183,140,Support,446.04
82525594,140,Support,446.04
83030594,140,Support,446.04
83232144,140,Support,446.04
83939132,140,Support,446.04
84545141,140,Support,446.04
84848124,140,Support,446.04
85050594,140,Support,446.04
88989184,140,Support,446.04
18888214,136,Support,445.536
96464132,140,Support,445.2
97575523,140,Support,445.2
1111978,140,Support,445.2
24343524,140,Support,445.2
32020127,140,Support,445.2
60303594,140,Support,445.2
62222129,140,Support,445.2
69999604,140,Support,445.2
80303521,140,Support,445.2
84646110,134,Support,445.2
94343523,133,Support,444.36
23232619,134,Online Products,444.36
41515165,139,Support,444.36
97272523,137,Services,444.108
22525845,137,Services,444.108
63131124,137,Services,444.108
89393974,136,Online Products,444.108
90404604,137,Support,444.108
45353143,141,Support,443.52
83535165,138,Support,443.52
84646844,138,Support,443.52
9191882,140,Services,442.68
92323523,140,Services,442.68
93636603,140,Services,442.68
93939523,140,Services,442.68
94040152,140,Services,442.68
94444521,140,Services,442.68
95555108,140,Services,442.68
95656127,140,Services,442.68
97575523,140,Services,442.68
9797210,140,Support,442.68
97979881,140,Services,442.68
98888105,140,Services,442.68
98989211,140,Services,442.68
99191119,140,Services,442.68
99393521,140,Services,442.68
99494881,140,Services,442.68
11010953,140,Services,442.68
1111978,140,Services,442.68
13737882,140,Services,442.68
14343143,140,Services,442.68
17272145,140,Services,442.68
17676521,140,Services,442.68
18080184,140,Services,442.68
22626619,140,Services,442.68
23232619,140,Services,442.68
2424100,140,Services,442.68
24343524,140,Services,442.68
24747845,140,Services,442.68
24848972,140,Services,442.68
28787619,140,Services,442.68
29595212,140,Services,442.68
303143,140,Services,442.68
30606112,140,Services,442.68
32020127,140,Services,442.68
32929524,140,Services,442.68
33030521,140,Services,442.68
36565111,140,Services,442.68
40505521,140,Services,442.68
44646101,140,Services,442.68
46363521,140,Services,442.68
47070521,140,Services,442.68
47878124,140,Services,442.68
51515521,140,Services,442.68
51717109,140,Services,442.68
52121521,140,Services,442.68
53939152,140,Services,442.68
54343604,140,Services,442.68
55858521,140,Services,442.68
56969165,140,Services,442.68
59090604,140,Services,442.68
59393604,137,Services,442.68
60303594,140,Services,442.68
61010101,140,Services,442.68
61010521,140,Services,442.68
62222521,140,Services,442.68
6464845,140,Services,442.68
64747213,140,Services,442.68
69191521,140,Services,442.68
69797521,140,Services,442.68
69999604,140,Services,442.68
70909614,140,Services,442.68
71111522,140,Services,442.68
76161172,140,Services,442.68
76161797,140,Services,442.68
78585797,137,Services,442.68
79090106,140,Services,442.68
80303521,140,Services,442.68
80808594,140,Services,442.68
82222183,140,Services,442.68
82525594,140,Services,442.68
83030594,140,Services,442.68
83232144,140,Services,442.68
83939132,140,Services,442.68
84545141,140,Services,442.68
84848124,140,Services,442.68
85050594,140,Services,442.68
86767603,140,Services,442.68
88989184,140,Services,442.68
27979953,143,Services,441.84
32121521,138,Support,441.84
72727797,142,Services,441.84
85555153,137,Support,441.252
58282132,143,Services,441
9797210,140,Services,440.16
27575106,140,Support,440.16
38787160,135,Support,439.824
35959619,133,Support,439.32
57777143,142,Services,439.32
28888143,138,Support,438.48
84242119,143,Support,438.48
18888214,135,Support,438.396
82020974,137,Services,438.396
23232619,133,Online Products,437.64
86767603,141,Support,437.64
9191882,141,Support,436.8
93131603,141,Support,436.8
93636603,141,Support,436.8
93939523,141,Support,436.8
94040152,141,Support,436.8
94444521,141,Support,436.8
94949603,141,Support,436.8
95656127,141,Support,436.8
96464132,141,Support,436.8
97575523,141,Support,436.8
97979881,141,Support,436.8
98888105,141,Support,436.8
98989211,141,Support,436.8
99191119,141,Support,436.8
99393521,141,Support,436.8
99494881,141,Support,436.8
99696209,141,Support,436.8
11010953,141,Support,436.8
13737882,141,Support,436.8
14343143,141,Support,436.8
17272145,141,Support,436.8
17676521,141,Support,436.8
18080184,141,Support,436.8
23232619,141,Support,436.8
23636522,141,Support,436.8
23636522,138,Services,436.8
2424100,141,Support,436.8
24343524,141,Support,436.8
24747845,141,Support,436.8
24848972,141,Support,436.8
28787619,141,Support,436.8
29595212,141,Support,436.8
303143,141,Support,436.8
30606112,141,Support,436.8
30707138,141,Support,436.8
30707619,141,Support,436.8
32929524,141,Support,436.8
33030521,141,Support,436.8
36565111,141,Support,436.8
38787160,143,Support,436.8
39898184,141,Support,436.8
44646101,141,Support,436.8
46363521,141,Support,436.8
47070521,141,Support,436.8
49696521,141,Support,436.8
50303109,141,Support,436.8
51515521,141,Support,436.8
51717109,141,Support,436.8
52121521,141,Support,436.8
53939152,141,Support,436.8
54343604,141,Support,436.8
55858521,141,Support,436.8
56969165,141,Support,436.8
60303594,141,Support,436.8
61010101,141,Support,436.8
61010521,141,Support,436.8
62222521,141,Support,436.8
6464845,141,Support,436.8
64747213,141,Support,436.8
68484165,141,Support,436.8
69191521,141,Support,436.8
69797521,141,Support,436.8
69999604,141,Support,436.8
70909614,141,Support,436.8
71111522,141,Support,436.8
76161172,141,Support,436.8
79090106,141,Support,436.8
80303521,141,Support,436.8
80404108,141,Support,436.8
80808594,141,Support,436.8
82121111,141,Support,436.8
82222183,141,Support,436.8
82525594,141,Support,436.8
83030594,141,Support,436.8
83232144,141,Support,436.8
83939132,141,Support,436.8
84545141,141,Support,436.8
84848124,141,Support,436.8
85050594,141,Support,436.8
88989184,141,Support,436.8
1111978,141,Support,435.96
22525968,143,Services,435.96
32020127,141,Support,435.96
62222129,141,Support,435.96
36060184,136,Services,435.54
91616106,140,Services,435.12
66363521,143,Online Products,435.12
18888214,143,Support,434.28
6262604,142,Online Products,434.28
83535165,139,Support,434.28
6262604,136,Online Products,434.112
85555172,136,Services,434.112
9797210,141,Support,433.44
91818594,135,Support,432.684
68888109,143,Online Products,432.6
84646110,133,Support,432.6
91313118,141,Online Products,431.76
91313118,142,Support,431.76
62323967,143,Online Products,431.76
7272963,140,Support,431.76
17171394,136,Support,431.256
65151132,137,Support,431.256
27575106,141,Support,430.92
75252132,138,Services,430.92
94343523,140,Services,430.08
64545520,134,Services,430.08
70909129,138,Services,430.08
7272963,141,Support,430.08
86565151,138,Services,430.08
93030968,137,Support,429.828
93939108,137,Support,429.828
94545124,137,Support,429.828
96565604,137,Support,429.828
98787957,137,Support,429.828
20909845,137,Support,429.828
26060124,137,Support,429.828
33737110,137,Support,429.828
3838966,137,Support,429.828
44949942,137,Support,429.828
58686103,137,Support,429.828
61919160,137,Support,429.828
74242614,137,Support,429.828
76969156,137,Support,429.828
81212521,137,Support,429.828
82828155,137,Support,429.828
8686141,137,Support,429.828
28888143,139,Support,429.24
93030881,137,Support,428.4
18484845,143,Services,428.4
42121111,137,Support,428.4
75252132,139,Services,428.4
41414520,142,Services,427.56
7676214,134,Services,427.56
14040147,142,Support,426.72
18484129,134,Services,426.72
70909129,139,Services,426.72
86565151,139,Services,426.72
52222144,143,Services,425.88
92222100,137,Support,425.544
36060184,135,Services,425.544
43939960,135,Online Products,425.544
13535109,134,Services,425.04
21818156,134,Support,425.04
23636522,139,Services,425.04
31010882,142,Services,425.04
97474133,136,Services,424.116
14040147,136,Services,424.116
14444106,136,Services,424.116
61919160,136,Services,424.116
63131124,135,Services,424.116
68080959,136,Services,424.116
76969156,136,Services,424.116
82121160,136,Services,424.116
85555172,135,Services,424.116
8686141,136,Services,424.116
97272523,135,Services,422.688
22525845,135,Services,422.688
55757156,137,Support,422.688
69797108,137,Support,422.688
20909162,138,Online Products,421.68
84646844,139,Support,421.68
94646594,137,Online Products,421.26
17171394,135,Support,421.26
59393604,135,Services,421.26
19797619,134,Support,420.84
32222153,138,Services,420.84
91818594,141,Support,420
32121521,139,Support,420
44141213,142,Online Products,420
57777143,140,Support,420
44141213,136,Online Products,419.832
48585111,134,Services,419.16
58484165,142,Services,419.16
83737153,132,Support,419.16
90606141,136,Services,418.404
46868521,137,Online Products,418.404
32222153,139,Services,418.32
40505521,138,Support,417.48
85555144,132,Support,417.48
86060129,137,Support,416.976
86565106,137,Support,416.976
95656127,132,Online Products,416.64
30606112,132,Online Products,416.64
54343604,132,Online Products,416.64
59090604,132,Online Products,416.64
60303594,132,Online Products,416.64
71111522,132,Online Products,416.64
7272963,140,Services,416.64
76161172,132,Online Products,416.64
79090106,132,Online Products,416.64
10101100,139,Online Products,415.8
93434523,137,Services,415.548
23737619,136,Online Products,415.548
35858154,137,Support,415.548
43939960,136,Online Products,415.548
78484119,135,Online Products,415.548
23737619,142,Online Products,414.96
25858845,143,Online Products,414.96
7272963,141,Services,414.96
83737161,143,Services,414.96
35858154,136,Services,414.12
83232144,135,Online Products,414.12
86060129,136,Services,414.12
18484129,133,Services,414.12
56969152,138,Support,414.12
97272523,136,Services,412.692
59393604,136,Services,412.692
5959107,137,Support,412.692
78585797,136,Services,412.692
91818594,140,Support,412.44
21818156,133,Support,412.44
48585111,133,Services,412.44
35858152,142,Support,411.6
57777143,141,Support,411.6
83232144,136,Online Products,411.264
98383961,134,Support,410.76
99696209,138,Services,409.92
33232954,134,Support,409.92
52626521,139,Services,409.92
57070156,139,Online Products,409.92
72727797,136,Services,409.836
19797619,133,Support,409.08
90606141,135,Services,408.408
18484129,137,Support,408.408
63131124,136,Services,408.408
92222100,143,Support,408.24
10808940,142,Support,408.24
47878124,134,Support,408.24
67878136,134,Services,408.24
72020165,134,Support,408.24
27979953,142,Services,407.4
60101109,132,Online Products,407.4
64545520,133,Services,407.4
73030153,132,Online Products,407.4
85555153,132,Services,407.4
22525845,136,Services,406.98
57777143,136,Services,406.98
6060882,135,Online Products,406.98
58282132,142,Services,406.56
56969152,139,Support,405.72
94646594,143,Online Products,404.88
85555153,136,Support,404.124
20505214,134,Online Products,404.04
84242119,142,Support,404.04
13535109,133,Services,403.2
46464521,142,Support,403.2
52626521,140,Services,403.2
68888109,142,Online Products,403.2
46464521,136,Support,402.696
54040604,137,Support,402.696
69494184,137,Support,402.696
45353143,138,Support,402.36
46868521,143,Online Products,402.36
57070156,138,Online Products,402.36
97474133,141,Services,401.52
10101100,141,Online Products,401.52
14040147,141,Services,401.52
14444106,141,Services,401.52
61919160,141,Services,401.52
68080959,141,Services,401.52
76969156,141,Services,401.52
82121160,141,Services,401.52
8686141,141,Services,401.52
82020974,136,Services,401.268
82121160,136,Support,401.268
48080124,141,Online Products,400.68
24848619,137,Online Products,399.84
98383961,133,Support,399
99696209,139,Services,399
47878124,133,Support,399
53434521,132,Online Products,399
97474133,135,Services,398.412
14040147,135,Services,398.412
14444106,135,Services,398.412
20505214,136,Services,398.412
61919160,135,Services,398.412
68080959,135,Services,398.412
76969156,135,Services,398.412
82121160,135,Services,398.412
8686141,135,Services,398.412
33232954,133,Support,398.16
48080124,140,Online Products,398.16
72020165,133,Support,398.16
82121111,134,Services,398.16
40505521,139,Support,397.32
52626521,139,Support,397.32
67878136,133,Services,396.48
86767603,138,Support,396.48
9191882,138,Support,395.64
93131603,138,Support,395.64
93636603,138,Support,395.64
93939523,138,Support,395.64
94040152,138,Support,395.64
94444521,138,Support,395.64
94949603,138,Support,395.64
95656127,138,Support,395.64
96464132,138,Support,395.64
97575523,138,Support,395.64
97979881,138,Support,395.64
98888105,138,Support,395.64
98989211,138,Support,395.64
99191119,138,Support,395.64
99393521,138,Support,395.64
99494881,138,Support,395.64
99696209,138,Support,395.64
11010953,138,Support,395.64
1111978,138,Support,395.64
13737882,138,Support,395.64
14343143,138,Support,395.64
17272145,138,Support,395.64
17676521,138,Support,395.64
18080184,138,Support,395.64
18484845,142,Services,395.64
23232619,138,Support,395.64
23636522,138,Support,395.64
2424100,138,Support,395.64
24343524,138,Support,395.64
24747845,138,Support,395.64
24848972,138,Support,395.64
28787619,138,Support,395.64
29595212,138,Support,395.64
303143,138,Support,395.64
30606112,138,Support,395.64
30707138,138,Support,395.64
30707619,138,Support,395.64
32020127,138,Support,395.64
32929524,138,Support,395.64
33030521,138,Support,395.64
36565111,138,Support,395.64
39898184,138,Support,395.64
44646101,138,Support,395.64
46363521,138,Support,395.64
47070521,138,Support,395.64
49696521,138,Support,395.64
50303109,138,Support,395.64
51515521,138,Support,395.64
51717109,138,Support,395.64
52121521,138,Support,395.64
53939152,138,Support,395.64
54343604,138,Support,395.64
55858521,138,Support,395.64
56969165,138,Support,395.64
59090604,138,Support,395.64
60303594,138,Support,395.64
61010101,138,Support,395.64
61010521,138,Support,395.64
62222129,138,Support,395.64
62222521,138,Support,395.64
6464845,138,Support,395.64
64747213,138,Support,395.64
68484165,138,Support,395.64
69191521,138,Support,395.64
69797521,138,Support,395.64
69999604,138,Support,395.64
70909614,138,Support,395.64
71111522,138,Support,395.64
76161172,138,Support,395.64
79090106,138,Support,395.64
80303521,138,Support,395.64
80404108,138,Support,395.64
80808594,138,Support,395.64
82121111,138,Support,395.64
82222183,138,Support,395.64
82525594,138,Support,395.64
83030594,138,Support,395.64
83232144,138,Support,395.64
83939132,138,Support,395.64
84545141,138,Support,395.64
84848124,138,Support,395.64
85050594,138,Support,395.64
88989184,138,Support,395.64
39595961,137,Services,395.556
6262604,135,Online Products,395.556
6060882,141,Online Products,394.8
90404604,136,Support,394.128
99696209,135,Online Products,394.128
31010882,136,Services,394.128
82121160,135,Support,394.128
85555153,135,Support,394.128
9797210,138,Support,393.12
13131147,132,Support,393.12
35858154,141,Services,393.12
38787160,142,Support,393.12
49898165,132,Support,393.12
82424185,134,Services,393.12
84646110,132,Support,393.12
86060129,141,Services,393.12
66363521,136,Online Products,392.7
52222144,142,Services,392.28
66363521,142,Online Products,392.28
83232144,143,Online Products,392.28
97474133,134,Support,391.44
10808940,138,Services,391.44
18888214,138,Services,391.44
18888214,142,Support,391.44
27575106,138,Support,391.44
33737110,138,Services,391.44
72424520,138,Services,391.44
7272963,138,Support,391.44
82020974,135,Services,391.272
82121160,143,Support,390.6
89292520,134,Support,390.6
99595119,137,Services,389.844
99696209,136,Online Products,389.844
35858154,135,Services,389.844
62323967,136,Online Products,389.844
67878136,137,Support,389.844
86060129,135,Services,389.844
52626521,138,Support,389.76
94343523,132,Support,388.92
10808940,139,Services,388.92
18888214,139,Services,388.92
20505214,132,Services,388.92
33737110,139,Services,388.92
62323967,142,Online Products,388.92
72424520,139,Services,388.92
72727797,141,Services,388.92
75252132,137,Online Products,388.416
10101100,134,Services,388.08
46464521,138,Services,388.08
6060882,140,Online Products,388.08
10101100,133,Online Products,387.24
25858845,142,Online Products,387.24
90404604,135,Support,386.988
57777143,141,Services,386.4
10101100,134,Online Products,385.56
72727797,135,Services,385.56
35959619,132,Support,384.72
36060184,143,Services,384.72
90404604,143,Support,383.88
24848619,143,Online Products,383.88
82121111,133,Services,383.88
85555172,143,Services,383.88
91313118,140,Support,383.04
7272963,139,Support,383.04
57777143,135,Services,382.704
65151132,136,Support,382.704
70606112,137,Services,382.704
9191882,138,Services,382.2
92323523,138,Services,382.2
93636603,138,Services,382.2
93939523,138,Services,382.2
94040152,138,Services,382.2
94444521,138,Services,382.2
95555108,138,Services,382.2
95656127,138,Services,382.2
97474133,133,Support,382.2
97575523,138,Services,382.2
97979881,138,Services,382.2
98888105,138,Services,382.2
98989211,138,Services,382.2
99191119,138,Services,382.2
99393521,138,Services,382.2
99494881,138,Services,382.2
11010953,138,Services,382.2
13737882,138,Services,382.2
14343143,138,Services,382.2
17272145,138,Services,382.2
17676521,138,Services,382.2
18080184,138,Services,382.2
22626619,138,Services,382.2
23232619,138,Services,382.2
2424100,138,Services,382.2
24343524,138,Services,382.2
24747845,138,Services,382.2
24848972,138,Services,382.2
28787619,138,Services,382.2
29595212,138,Services,382.2
303143,138,Services,382.2
30606112,138,Services,382.2
32020127,138,Services,382.2
32929524,138,Services,382.2
33030521,138,Services,382.2
36565111,138,Services,382.2
40505521,138,Services,382.2
41414520,141,Services,382.2
41414520,139,Services,382.2
41414520,140,Services,382.2
44646101,138,Services,382.2
45353143,139,Support,382.2
46363521,138,Services,382.2
47070521,138,Services,382.2
47878124,138,Services,382.2
51515521,138,Services,382.2
51717109,138,Services,382.2
52121521,138,Services,382.2
53939152,138,Services,382.2
54343604,138,Services,382.2
55858521,138,Services,382.2
56969165,138,Services,382.2
59090604,138,Services,382.2
60303594,138,Services,382.2
61010101,138,Services,382.2
61010521,138,Services,382.2
62222521,138,Services,382.2
6262604,141,Online Products,382.2
6464845,138,Services,382.2
64747213,138,Services,382.2
69191521,138,Services,382.2
69797521,138,Services,382.2
69999604,138,Services,382.2
70909614,138,Services,382.2
71111522,138,Services,382.2
71515614,134,Services,382.2
76161172,138,Services,382.2
76161797,138,Services,382.2
79090106,138,Services,382.2
80303521,138,Services,382.2
80808594,138,Services,382.2
82222183,138,Services,382.2
82424185,133,Services,382.2
82525594,138,Services,382.2
83030594,138,Services,382.2
83232144,138,Services,382.2
83737161,142,Services,382.2
83939132,138,Services,382.2
84545141,138,Services,382.2
84848124,138,Services,382.2
85050594,138,Services,382.2
86767603,138,Services,382.2
88989184,138,Services,382.2
1111978,138,Services,381.36
17171394,143,Support,381.36
74242614,134,Services,381.36
89292520,133,Support,381.36
93030968,136,Support,381.276
93939108,136,Support,381.276
94545124,136,Support,381.276
96565604,136,Support,381.276
98787957,136,Support,381.276
20909845,136,Support,381.276
26060124,136,Support,381.276
33737110,136,Support,381.276
3838966,136,Support,381.276
42121111,136,Support,381.276
44141213,135,Online Products,381.276
44949942,136,Support,381.276
58686103,136,Support,381.276
61919160,136,Support,381.276
74242614,136,Support,381.276
76969156,136,Support,381.276
81212521,136,Support,381.276
82828155,136,Support,381.276
8686141,136,Support,381.276
93030881,136,Support,379.848
93434523,136,Services,379.848
9797210,138,Services,379.68
14040147,140,Support,378.84
58484165,140,Services,378.84
58484165,141,Services,378
7272963,138,Services,378
97474133,140,Services,377.16
14040147,140,Services,377.16
14444106,140,Services,377.16
61919160,140,Services,377.16
68080959,140,Services,377.16
76969156,140,Services,377.16
82121160,140,Services,377.16
86767603,139,Support,377.16
8686141,140,Services,377.16
23737619,135,Online Products,376.992
9191882,139,Support,376.32
93131603,139,Support,376.32
93636603,139,Support,376.32
93939523,139,Support,376.32
94040152,139,Support,376.32
94444521,139,Support,376.32
94949603,139,Support,376.32
95656127,139,Support,376.32
96464132,139,Support,376.32
97575523,139,Support,376.32
97979881,139,Support,376.32
98888105,139,Support,376.32
98989211,139,Support,376.32
99191119,139,Support,376.32
99393521,139,Support,376.32
99494881,139,Support,376.32
99696209,139,Support,376.32
11010953,139,Support,376.32
1111978,139,Support,376.32
13737882,139,Support,376.32
14343143,139,Support,376.32
17272145,139,Support,376.32
17676521,139,Support,376.32
18080184,139,Support,376.32
18484129,132,Services,376.32
23232619,139,Support,376.32
23636522,139,Support,376.32
2424100,139,Support,376.32
24343524,139,Support,376.32
24747845,139,Support,376.32
24848972,139,Support,376.32
28787619,139,Support,376.32
29595212,139,Support,376.32
303143,139,Support,376.32
30606112,139,Support,376.32
30707138,139,Support,376.32
30707619,139,Support,376.32
32020127,139,Support,376.32
32929524,139,Support,376.32
33030521,139,Support,376.32
36565111,139,Support,376.32
39898184,139,Support,376.32
44646101,139,Support,376.32
46363521,139,Support,376.32
47070521,139,Support,376.32
48585111,132,Services,376.32
49696521,139,Support,376.32
50303109,139,Support,376.32
51515521,139,Support,376.32
51717109,139,Support,376.32
52121521,139,Support,376.32
53939152,139,Support,376.32
54343604,139,Support,376.32
55858521,139,Support,376.32
56969165,139,Support,376.32
59090604,139,Support,376.32
60303594,139,Support,376.32
61010101,139,Support,376.32
61010521,139,Support,376.32
62222129,139,Support,376.32
62222521,139,Support,376.32
6262604,140,Online Products,376.32
